"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000356, 1, 0.000356, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
3.819053, 0.170136, 3.826579, 1, 0.007526, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
7.214151, 0.084452, 9.156045, 2, 1.941893, clustering_choice=''Birch'', dim_reduction_choice=''FastICA'', algorithm___FastICA=''parallel'', branching_factor___Birch='720', fun___FastICA=''exp'', n_clusters___Birch='42', n_components___FastICA='2', whiten___FastICA='False'
